,0
72,"[Verse 1]
It's like thunder and lightning
You hurt me without trying
A tempest, you was rising
And no I don't like to be this way
And you're Jekyll and Hyde-ing
Are you real or are you lying?
So stop with your crying
I can't handle it now</p>,[Pre-Chorus]
You tell everyone our love went cold
Going round, spreading the word, it's over
If that's how you feel then you should go
Don't come around saying, I still want you</p>,[Chorus]
One minute you say we're a team
Then you're telling me you can't breathe
Well you should set me free
Baby, if you're over me
Yesterday you said I'm the one
But now you say you're done
Stop telling me what I need
Baby, if you're over me</p>,[Verse 2]
There you go, there, I said it
Don't look at me all offended
You played games and it ended
I've got to look out for me
I won't say that it's easy
Oh, I know I hate leaving
But you can't keep deceiving
Does it make you feel good?</p>,[Pre-Chorus]
You tell everyone our love went cold
Going round, spreading the word, it's over
If that's how you feel then you should go
Don't come around saying, ""I still want you""</p>,[Chorus]
One minute you say we're a team
Then you're telling me you can't breathe
Well you should set me free
Baby, if you're over me
Yesterday you said I'm the one
But now you say you're done
Stop telling me what I need
Baby, if you're over me
If you're over me
If you're over me
Stop telling me what I need
Baby, if you're over me</p>,[Bridge]
How long can a love remain?
Time never could heal this pain
I thought I believed in fate
Oh, it's so cruel
No, nothing for us would change
Same story, the same mistake
This heart just wants to break</p>,[Chorus]
One minute you say we're a team
Then you're telling me you can't breathe
Well you should set me free
Baby, if you're over me
Yesterday you said I'm the one
But now you say you're done
Stop telling me what I need
Baby, if you're over me</p>,[Outro]
Just go if it's over
Just go if it's over
Just go if it's over
Baby, if you're over me
Just go if it's over
Just go if it's over
Just go if it's over
Baby, if you're over me</p>"
73,"Like the legend of the phoenix
All ends with beginnings
What keeps the planet spinning
The force from the beginning</p>,(Look)
We've come too far to give up who we are
So let's raise the bar and our cups to the stars</p>,She's up all night till the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky</p>,We're up all night till the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky</p>,We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky</p>,The present has no rhythm
Your gift keeps on giving
What is this I'm feeling?
If you wanna leave I'm with it</p>,We've come too far to give up who we are
So let's raise the bar and our cups to the stars</p>,She's up all night till the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky</p>,We're up all night till the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky</p>,We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky</p>,We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get</p>,We're up all night to get (together)
We're up all night to get (let's get funked again)
We're up all night to get funky
We're up all night to get lucky</p>,We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky</p>,We've come too far to give up who we are
So let's raise the bar and our cups to the stars</p>,She's up all night till the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky</p>,We're up all night till the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky</p>,We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky</p>"
74,"[Intro: Sia]
Oh, oh</p>,[Verse 1: Sia]
One foot in front of the other babe
One breath leads to another yeah
Just keep moving, oh
Look within for the strength today
Listen out for the voice to say
Just keep moving, oh</p>,[Pre-Chorus: Sia]
Go, go, go
Figure it out, figure it out, but don't stop moving
Go, go, go
Figure it out, figure it out, you can do this</p>,[Chorus: Sia]
So my love, keep on running
You gotta get through today
There my love, keep on running
Gotta keep those tears at bay
Oh, my love, don't stop burning
Gonna send them up in flames
In flames</p>,[Verse 2: Sia]
Don't stop, tomorrow's another day
Don't stop, tomorrow you'll feel no pain
Just keep moving
Don't stop the past'll trip you up
You know, right now's gotta be enough
Just keep moving</p>,[Pre-Chorus: Sia]
Go, go, go
Figure it out, figure it out, but don't stop moving
Go, go, go
Figure it out, figure it out, you can do this</p>,[Chorus: Sia]
So my love, keep on running
You gotta get trough today
There my love, keep on running
Gotta keep those tears at bay
Oh, my love, don't stop burning
Gonna send them up in flames
In flames</p>,[Bridge: Sia]
In flames
In flames
Go, go, go
Figure it out, figure it out, but don't stop moving
Go, go, go
Figure it out, figure it out, you can do this</p>,[Chorus: Sia]
So my love, keep on running
You gotta get through today
Then my love, keep on running
Gotta keep those tears at bay
Oh, my love, don't stop burning
Gonna send them up in flames
In flames</p>"
75,"It never fades away, it's stayin'
Your kiss like broken glass on my skin
And all the greatest loves end in violence
It's tearing up my voice, left in silence</p>,Baby, it hit so hard, holding onto my chest
Maybe you left your mark, reminding me to forget
It doesn't matter where you are, you can keep my regrets
'Cause Baby, I got these scars, reminding me to forget</p>,Reminding me, I got these scars
Get your love
Keep reminding me, ooh
To forget your love</p>,You left your mark (my heart)
You left your mark, reminding me to forget
You left your mark (my heart)
You left your mark (understand)</p>,You left your mark (my heart)
You left your mark, reminding me to forget
You left your mark (my heart)
You left your mark (understand)</p>,There's no room in walls for feelings
Hurt me to the core, still healing
And I know you're no good for me
So I try to forget the memories</p>,Baby, it hit so hard, holding on to my chest
Maybe you left your mark, reminding me to forget
It doesn't matter where you are, you can keep my regrets
Baby, I got these scars, reminding me to forget</p>,You left your mark (my heart)
You left your mark, reminding me to forget
You left your mark (my heart)
You left your mark (understand)</p>,Remember I told you
Save it, it's over
And I'll be alright
So hurt me as much as you like
I need you to let go
Forgot these mementos
But I'll be alright, girl</p>,Baby, it hit so hard, holding onto my chest
Maybe you left your mark, reminding me to forget
It doesn't matter where you are, you can keep my regrets
'Cause Baby, I got these scars, reminding me to forget</p>,You left your mark (my heart)
You left your mark, reminding me to forget
You left your mark (my heart)
You left your mark, reminding me to forget</p>"
76,"Hey!
Not nothing ever last forever, no
One minute you're here and the next you're gone
So I respect you, wanna take it slow
I need a mental receipt to know this moment I owe</p>,Do you mind if I steal a kiss? (Chop, chop)
A little souvenir, can I steal it from you?
To memorize the way you shock me
The way you move it here (Hey)
Just wanna feel it from you (Hey)</p>,Don't be afraid to catch feels
Ride drop top and chase thrills (Hey)
I know you ain't afraid to pop pills (Hey)
Baby, I know you ain't scared to catch feels
Feels with me</p>,I'm your window shopper, sucker for your love, oh
I'm wearing your goggles, virtual reality
It ain't what it cost you, it might be a dollar
As long as it shocks you, memory, electricity</p>,Do you mind if I steal a kiss? (Chop, chop)
A little souvenir, can I steal it from you? (Oh, yeah)
To memorize the way you shock me (Zap)
The way you move it here (Hey)
Just wanna feel it from you (Hey)</p>,Don't be afraid to catch feels (Ha)
Ride drop top and chase thrills (Oh-oh-oh, oh)
I know you ain't afraid to pop pills (Hey)
Baby, I know you ain't scared to catch feels (Straight up)
Feels with me (Woah)</p>,Goddamn, I know you love to make an entrance
Do you like getting paid or getting paid attention?
You mixed the wrong guys with the right intentions
In the same bed, but it still feel long distance
She's looking for a little more consistency
But when you stop looking you gon' find what's meant to be
And honestly, I'm way too done with the hoes
I cut off all my exes for your x and o's
I feel my old flings was just preparing me
When I say I want you, say it back, parakeet
Fly in first-class through the air, Airbnb
I'm the best you had, you just be comparing me to me
I'ma 'at' this at you, if I put you on my phone
And upload it, it'll get maximum views
I came in through in the clutch with the lipsticks and phones
Wear your fave cologne just to get you alone</p>,Don't be afraid to catch feels
Don't be afraid to catch these feels
Ride drop top and chase thrills (Yeah)
I know you ain't afraid about this (I know)
Baby, I know you ain't scared to catch feels
Woah, woah, woah
Feels with me</p>,Don't be afraid to catch feels (No, no)
Don't be afraid, baby
Ride drop top and chase thrills (Woah, okay)
I know you ain't afraid to pop pills
I know, I know, I know, I know
Baby, I know you ain't scared to catch feels
Feels with me</p>"
77,"Hard time forgiving
Even harder forget
Before you do it son
You might regret a friend!
Hard time forgiving
Even harder forget
Before you do it son
You might regret a friend!</p>,Turn me for granted,
But guard other few in
I'm aware of this
I didn't let you in
Sing for you to swim,
Dancing on the left
Try to make you stay
I didn't let you in!
Brought to what became,
Became you &amp; me
Try to mend it but
I can't bend the truth!
Bricks are caving in
Oh how sweet this end
I left you the beast,
You won't let me in!</p>,Hard time forgiving
Even harder forget
Before you do it son
You might regret a friend!</p>,Hard time forgiving
Even harder forget
Before you do it son
You might regret a friend!</p>,Left me on the floor
Now I'm at the shore
Here's change you can't keep
Sold yourself too cheap!
Thought you got a way
They say it's today!
You thought hell was hard
Let me show you now!</p>,Hard time forgiving
Even harder forget
Before you do it son
You might regret a friend!</p>,Hard time forgiving
Even harder forget
Before you do it son
You might regret a friend!</p>,This time I will be louder than my words
Walk with lessons that oh, I have learnt
Show the scars I worn
In the light of day
Shadows will be found
I will hunt them down!</p>,Hard time forgiving
Even harder forget
Before you do it son
You might regret a</p>"
78,"langit na muli
sa sandaling makita ang kislap ng iyong ngiti
may pag-asa kaya
kung aking sasabihin ang laman ng damdamin</p>,pinipilit mang pigilin
na ika'y aking isipin
wala na yatang magagawa</p>,sana'y hindi ipagkait sa 'kin ang sandali
na masilayan ka at marinig man lang ang tinig
laging bukas ang puso ko upang ibigin ka
laging wagas ang aking pagtingin at aking pagsinta</p>,pinapangarap ka
tinatanaw sa ulap ang iyong mga mata
dinarasal kita
hinihiling na sana ay lagi kang masaya</p>,pinipilit mang pigilin
na ika'y aking ibigin
wala na yatang magagawa</p>,sana'y hindi ipagkait sa 'kin ang sandali
na masilayan ka at marinig man lang ang tinig
laging bukas ang puso ko upang ibigin ka
laging wagas ang aking pagtingin at aking pagsinta</p>,pinipilit mang pigilin
na ika'y aking ibigin
wala na yatang magagawa</p>,sana'y hindi ipagkait sa 'kin ang sandali
na masilayan ka at marinig man lang ang tinig
laging bukas ang puso ko upang ibigin ka
laging wagas ang aking pagtingin at aking pagsinta</p>"
79,"I can feel the floor shaking, and the glass begin to break
The air is getting thinner with every breath that I take
The calm before the storm, you can hear the drop of a pin
Never been claustrophobic, but now the walls are closing in</p>,I've crossed every line, broken every boundary
And now it's retribution time 'cause the change that I'm into
It ain't that holy!</p>,So, strike me down, take me away
Tax are due, it's time to pay
Face what I deserve, here comes JUDGEMENT DAY!
I won't run, the guilt is mine
Still I'm denying all my crimes
Face what I deserve, here comes JUDGEMENT DAY!</p>,Of all the love I have taken
All the hearts I've turned to hate
Hearts are easily broken when you're being made in the shade
Crossed every line, broken every boundary
And now it's retribution time 'cause the change that I'm into
It ain't that holy!</p>,So, strike me down, take me away
Tax are due, it's time to pay
Face what I deserve, here comes JUDGEMENT DAY!
I won't run, the guilt is mine
Still I'm denying all my crimes
Face what I deserve, here comes JUDGEMENT DAY!</p>,Standing at the gate
Ready to meet my faith
Burns my soul it's not too late
So bring on JUDGEMENT DAY!</p>,So, strike me down, take me away
Tax are due, it's time to pay
Face what I deserve, here comes JUDGEMENT DAY!
I won't run, the guilt is mine
Still I'm denying all my crimes
Face what I deserve, here comes JUDGEMENT DAY!</p>"
80,"Ä°nan Ã¶yle yÃ¼z vermem
Ve de bakmam ardÄ±ndan
YÄ±lÄ±ÅÄ±klÄ±k hiÃ§ sevmem
Soyum aÅk ecdadÄ±ndan
Kalpse oyuna gelmem</p>,Bana Ã¶yle haller boÅ
Ãalsa hisler her telden
ÅarkÄ±lar endamÄ±ndan</p>,YÃ¼reÄimde yangÄ±nlar
Yine mutsuz dargÄ±nlar
Bana sevda baÅ tacÄ±
Kimse sahibi
Nice kalpler yorgunlar
Hislerimde soygunlar
Kimi yolcu, kimi hancÄ±
Yok ki galibi</p>,ÃptÃ¼m aniden seviyorum ben sahiden
Gel, sor, Ã¶Ären halimi
AdÄ±mÄ± sanÄ±mÄ± ahaliden
KOPTUM yani ben tutamÄ±yorum ben harbiden
Kalbim bende durmuyor farkÄ±m yok firariden</p>,Ä°nan Ã¶yle yÃ¼z vermem
Ve de bakmam ardÄ±ndan
YÄ±lÄ±ÅÄ±klÄ±k hiÃ§ sevmem
Soyum aÅk ecdadÄ±ndan
Kalpse oyuna gelmem</p>,Bana Ã¶yle haller boÅ
Ãalsa hisler her telden
ÅarkÄ±lar endamÄ±ndan</p>,YÃ¼reÄimde yangÄ±nlar
Yine mutsuz dargÄ±nlar
Bana sevda baÅ tacÄ±
Kimse sahibi
Nice kalpler yorgunlar
Hislerimde soygunlar
Kimi yolcu, kimi hancÄ±
Yok ki galibi</p>,ÃptÃ¼m aniden seviyorum ben sahiden
Gel, sor, Ã¶Ären halimi
AdÄ±mÄ± sanÄ±mÄ± ahaliden
KOPTUM yani ben tutamÄ±yorum ben harbiden
Kalbim bende durmuyor farkÄ±m yok firariden</p>,ÃptÃ¼m aniden seviyorum ben sahiden
Gel, sor, Ã¶Ären halimi
AdÄ±mÄ± sanÄ±mÄ± ahaliden
KOPTUM yani ben tutamÄ±yorum ben harbiden
Kalbim bende durmuyor farkÄ±m yok firariden</p>"
81,"I've been hearing symphonies
Before all I heard was silence
A rhapsody for you and me
And every melody is timeless
Life was stringing me along
Then you came and you cut me loose
Was solo singing on my own
Now I can't find the key without you</p>,And now your song is on repeat
And I'm dancin' on to your heartbeat
And when you're gone, I feel incomplete
So if you want the truth</p>,I just wanna be part of your symphony
Will you hold me tight and not let go?
Symphony
Like a love song on the radio
Will you hold me tight and not let go?</p>,I'm sorry if it's all too much
Every day you're here, I'm healing
And I was runnin' out of luck
I never thought I'd find this feeling
'Cause I've been hearing symphonies
Before all I heard was silence
A rhapsody for you and me
(A rhapsody for you and me)
And every melody is timeless</p>,And now your song is on repeat
And I'm dancin' on to your heartbeat
And when you're gone, I feel incomplete
So if you want the truth</p>,I just wanna be part of your symphony
Will you hold me tight and not let go?
Symphony
Like a love song on the radio
Will you hold me tight and not let go?</p>,Ah, ah, ah, ah, ah, ah
Ah ah, ah
Ah, ah, ah, ah, ah, ah
Ah ah, ah</p>,And now your song is on repeat
And I'm dancin' on to your heartbeat
And when you're gone, I feel incomplete
So if you want the truth
Oh, oh, oh</p>,I just wanna be part of your symphony
Will you hold me tight and not let go?
Symphony
Like a love song on the radio
Symphony
Will you hold me tight and not let go?
Symphony
Like a love song on the radio
Will you hold me tight and not let go?</p>"
82,"If you're gonna save the day
And you're hearin' what I say
I feel your touch
Your kiss, it's not enough
And if you believe in me
Don't think my love's for free
I won't take nothin' less then a deeper love</p>,[Chorus]
Let me tell you
You, no I,
I need a miracle
I need a miracle
Its more than physical
What I need to feel from you</p>,Let me tell you</p>,You, no I,
I need a miracle
I need a miracle
Its more than physical
What I need to get me through</p>,[Chorus]</p>,Tell me that you understand
And you'll take me as I am
You'll always be the one to give me everything
Just when I thought no one cared
You're the answer to my prayers
You lift my spirits high
Come on and rescue me</p>,[Chorus]</p>"
83,"""Spent So Long""
Jamie Harrison</p>,Sometimes these nights without you are the worst I've ever had.
I feel so scared you'll be in my dreams.
Then I would wake to find that I'm cold and alone in bed.
So sometimes I just don't go to sleep.</p>,[optional verse]
In my mind I've tried to set fire to the memories of me and you.
But inside my heart they just won't burn.
So I wait here holding on at a table set for two.
Hoping that someday you'll return.</p>,I've spent so long looking at the wrong side of the girl who was just so right.
I've spent so long looking for the best way to break our fall.
I've spent so long looking at the wrong side of the girl who was just so right.
That I failed to see that we had it all, we had it all.</p>,One wish, one dream, one hope, one false reality.
But these days there's only one night stands.
As I try to find a way to keep you off my mind.
Cause now you're now in love with some other man.</p>,I've spent so long looking at the wrong side of the girl who was just so right.
I've spent so long looking for the best way to break our fall.
I've spent so long looking at the wrong side of the girl who was just so right.
That I failed to see that we had it all.</p>,'Cause I don't even want to be here
If I won't be holding you my dear.
'Cause I don't even want to be here
If I won't be holding you my dear.</p>,I've spent so long looking at the wrong side of the girl who was just so right.
I failed to see that we had it all.
I've spent so long looking at the wrong side of the girl who was just so right.
I've spent so long looking for the best way to break our fall.
I've spent so long looking at the wrong side of the girl who was just so right.
That I failed to see that we had it all.</p>"
84,"Hit it
Nah, na na na nah, na na na nah,
na na nah, na na nah, na na na nah</p>,Here comes the hotstepper, murderer
I'm the lyrical gangster, murderer
Big up the crew in-a de area, murderer
Still love you like that, murderer</p>,No, no, we don't die
Yes, we multiply
Anyone test will hear the fat lady sing.
Act like you know, Rico
I know what Bo don't know
Touch them up and go, uh-oh
Ch-ch-chang-chang</p>,Here comes the hotstepper, murderer
I'm the lyrical gangster, murderer
Excuse me mister officer, murderer
Still love you like that, murderer</p>,Extraordinary
Juice like a strawberry.
Money to burn baby, all of the time
Cut to fit is me
Fit to cut is she
Come juggle with me, I say every time</p>,Here comes the hotstepper, murderer
I'm the lyrical gangster, murderer
Dial emergency number, murderer
Still love you like that, murderer</p>,Nah, na na na nah, na na na nah, na na nah,
na na nah, na na na nah
It's how we do it man
Nah, na na na nah, na na na nah, na na nah,
na na nah, na na na nah</p>,Start like a jackrabbit
Finish in front of it
On the night is jack, that's it, understand
I'm the daddy of the mack daddy
His are left in gold, maybe
Ain't no homie gonna play me, top celebrity man</p>,Murderer
I'm the lyrical gangster, murderer
Excuse me mister officer, murderer
Still love you like that, murderer</p>,No, no, we don't die
Yes, we multiply
Anyone test will hear the fat lady sing
Act like you know, 'G' go
I know what Bo don't know
Touch them up and go, uh-oh
Ch-ch-chang-chang</p>,Here comes the hotstepper, murderer
I'm the lyrical gangster, murderer
Big up the crew in-a de area, murderer
Still love you like that, murderer</p>,Nah, na na na nah, na na na nah, na na nah,
na na nah, na na na nah, yeah man
Nah, na na na nah, na na na nah,
na na nah, na na nah, na na na nah, right</p>,Here comes the hotstepper, murderer
I'm the lyrical gangster, murderer
Big up all crew bow ya, murderer
Still love you like that, murderer</p>,Here comes the hotstepper, murderer
I'm the lyrical danger, murderer
Pick up the crew in-a the area, murderer
Still love you like that, murderer</p>,I'm the lyrical gangster
I'm a live in-a me danger
Still love you like that</p>,Hey</p>"
85,"Where there's a will, there's a way, kind of beautiful
And every night has its day, so magical
And if there's love in this life, there's no obstacle
That can't be defeated</p>,For every tyrant, a tear for the vulnerable
In every lost soul, the bones of a miracle
For every dreamer, a dream, we're unstoppable
With something to believe in</p>,Monday left me broken
Tuesday, I was through with hoping
Wednesday, my empty arms were open
Thursday, waiting for love, waiting for love</p>,Thank the stars it's Friday
I'm burning like a fire gone wild on Saturday
Guess I won't be coming to church on Sunday
I'll be waiting for love, waiting for love to come around</p>,We are one of a kind, irreplaceable
How did I get so blind and so cynical?
If there's love in this life, we're unstoppable
No, we can't be defeated</p>,Monday left me broken
Tuesday, I was through with hoping
Wednesday, my empty arms were open
Thursday, waiting for love, waiting for love</p>,Thank the stars it's Friday
I'm burning like a fire gone wild on Saturday
Guess I won't be coming to church on Sunday
I'll be waiting for love, waiting for love to come around</p>"
86,"Wait a second, let me catch my breath
Remind me how it feels to hear your voice
Your lips are movin', I can't hear a thing
Livin' life as if we had a choice</p>,Anywhere, anytime
I would do anything for you
Anything for you
Yesterday got away
Melodies stuck inside your head
A song in every breath</p>,Sing me to sleep now
Sing me to sleep
Oh, just sing me to sleep now
Sing me to sleep</p>,Remember me now, time cannot erase
I can hear your whispers in my mind
I've become what you cannot embrace
Our memory will be my lullaby</p>,Sing me to sleep now
Sing me to sleep
Oh, just sing me to sleep now
Sing me to sleep</p>,A-anytime
I would do
Time away
Yesterday-day-day-day</p>,A-anytime
I would do
Time away
Yesterday-day-day-day</p>"
87,"Hey, brother
There's an endless road to rediscover.
Hey, sister
Know the water's sweet but blood is thicker.
Oh, if the sky comes falling down for you,
There's nothing in this world I wouldn't do.</p>,Hey, brother
Do you still believe in one another?
Hey, sister
Do you still believe in love, I wonder?
Oh, if the sky comes falling down for you,
There's nothing in this world I wouldn't do.</p>,What if I'm far from home?
Oh, brother
I will hear you call.
What if I lose it all?
Oh, sister
I will help you out!
Oh, if the sky comes falling down for you,
There's nothing in this world I wouldn't do.</p>,Hey, brother
There's an endless road to rediscover.
Hey, sister
Do you still believe in love, I wonder?
Oh, if the sky comes falling down for you,
There's nothing in this world I wouldn't do.</p>,What if I'm far from home?
Oh, brother
I will hear you call.
What if I lose it all?
Oh, sister
I will help you out!
Oh, if the sky comes falling down for you,
There's nothing in this world I wouldn't do.</p>"
88,"Hey yo Captain Jack
(Hey yo Captain Jack)
Bring me back to the railroad track
(Bring me back to the railroad track)
Running to the railroad track
Run along with Captain Jack</p>,Run to peace camp back
Run along with Captain Jack
Badadadeedado, left right, right left
Badadadeedado, run along with Captain Jack
Forward march!
Hey yo Captain Jack</p>,(Hey yo Captain Jack)</p>,Bring me back to the railroad track</p>,(Bring me back to the railroad track)</p>,Gimme a gun in my hand</p>,(Gimme a gun in my hand)</p>,I want to be a shootin man</p>,(I want to be a shooting man)</p>,Left, right, left</p>,(Left, right, left)
The military step
(The military step)
The air force rap
(The air force rap)
The seventeen is the best</p>,(The seventeen's the best)
Go... left, go right, go pick up the step, go left, go right, go left
(Go... left, go right, go pick up the step, go left, go right, go left)
We are running to the railroad track
Run along with Captain Jack
Badeedado badeedado, run along with Captain Jack
Run into the peace camp back
Run along with Captain Jack
Deedado, badeedado, badeedadeedadeedado
Badadadeedado, left right right left
Badadadeedado, run along with Captain Jack
Company attention!
Forward march!
Hey yo Captain Jack
(Hey yo Captain Jack)
Bring me back to the railroad track
(Bring me back to the railroad track)
Gimme a bottle in my hand
(Gimme a bottle in my hand)
I want to be a drunken man
(I want to be a drunken man)
Left, right, left
(Left, right, left)
The military step
(The military step)
The air force rap
(The air force rap)
The seventy is the best
(The seventy is the best)
Goooooo... left, go right, go pick up the step, go left, go right, go left
(Goooooo... left, go right, go pick up the step, go left, go right, go left)
We are running to the railroad track
Run along with Captain Jack
Badeedado badeedado, run along with Captain Jack
Run into the peace camp back
Run along with Captain Jack
Deedado, badeedado, badeedadeedadeedado
Badadadeedado, left right right left
Badadadeedado, run along with Captain Jack
Hey yo Captain Jack
(Hey yo Captain Jack)
Bring me back to the railroad track
(Bring me back to the railroad track)
Gimme a woman in my hand
(Gimme a woman in my hand)
I want to be a fuckin man
(I want to be a fucking man)
Left, right, left
(Left, right, left)
The military step
(The military step)
The air force rap
(The air force rap)
The seventeen is the best
(The seventeen is the best)
Forward march!
We Are
Running to the railroad track
Run along with Captain Jack
Badeedado badeedado, run along with Captain Jack
Run into the peace camp back
Run along with Captain Jack
Deedado, badeedado, badeedadeedadeedado
Badadadeedado, left right right left
Badadadeedado, run along with Captain Jack</p>"
89,"Hier je l'ai vu Ã  la fÃªte
Il m'a fait tourner la tÃªte
Ce n'est pas facile de m'enchanter
Souvent des gars ont dÃ©chantÃ©.</p>,Alors cette fois c'est dit, donc
Je dois le dÃ©clarer au monde
C'est quelque chose trÃ¨s grand, trÃ¨s imposant
Comme la huitiÃ¨me merveille du monde</p>,Je sais que je ne peux pas oublier.</p>,Tu as dit bonjour madame
And i'm going crazy
Tu as dit salut chÃ©rie
I want you to save me
Tu as dit bonjour madame
I'm going crazy
Tu as dit salut chÃ©rie
I want you to save me
And i'm going crazy.</p>,""Bonjour"" t'as dit, ""bonjour chÃ©rie""
""Salut"", t'as dit.
Chouette est la vie.</p>,Bonjour madame, bonjour chÃ©rie
""Salut Ã§a va"" tu as dit.</p>,La mer la nuit est trÃ¨s fantastique
Super sympa trop magnifique
Dans cette nuit j'ai tout de suite su
C'est plus qu'un coup de aventure (d'aventure)</p>,T'as dit bonjour, Ã§a va ma chÃ©rie
Tes mots m'ont enchantÃ©e
Pour ouvrir mon cÅur, tu as trouvÃ© la clÃ©
J'Ã©spÃ¨re que c'est fait pour l'Ã©ternitÃ©.</p>,Tu as dit bonjour madame
And i'm going crazy
Tu as dit salut chÃ©rie
I want you to save me
Tu as dit bonjour madame
I'm going crazy
Tu as dit salut chÃ©rie
I want you to save me
And i'm going crazy.</p>"
90,"Rhythm is a dancer
It's a soul companion
You can feel it everywhere
Lift your hands and voices
Free your mind and join us
You can feel it in the air</p>,Oh it's a passion
Oh you can feel it yeah
Oh it's a passion
Ohh</p>,Check this out
Let the rhythm ride you, guide you
Sneak inside you set your mind to move
To its pulsation, bass vibrations
Sense sensation, pause is not implicit
Mind and body must be free too
Please take it all way, nothing to lose
Everything to win</p>,Let it control you hold you mold you
Not the old, the new, touch it, taste it
Free your soul let it invade you
Gotto to be what you wanna
If the groove don't get you the rhyme flow's gonna
I'm serious as cancer when I say
""Rhythm is a dancer""</p>,Rhythm is a dancer
It's a source companion
People feel it everywhere
Lift your hands and voices
Free your mind and join us
You can feel it in the air</p>,Oh it's a passion
Oh you can feel it yeah
Oh it's a passion
Ohh</p>,I'm serious as cancer when I say
""Rhythm is a dancer""</p>,Rhythm is a dancer
It's a source companion
People feel it everywhere
Lift your hands and voices
Free your mind and join us
You can feel it in the air</p>,Oh it's a passion
Oh you can feel it yeah
Oh it's a passion
Ohh</p>,Rhythm is a dancer
It's a source companion
People feel it everywhere
Lift your hands and voices
Free your mind and join us
You can feel it in the air</p>,Oh it's a passion
Oh you can feel it yeah
Oh it's a passion
Ohh</p>,Check this out
Let the rhythm ride you, guide you
Sneak inside you set your mind to move
To its pulsation, bass vibrations
Sense sensation, pause is not implicit
Mind and body must be free too
Please take it all way, nothing to lose
Everything to win</p>,Let it control you hold you mold you
Not the old, the new, touch it, taste it
Free your soul let it invade you
Gotto to be what you wanna
If the groove don't get you the rhyme flow's gonna
I'm serious as cancer when I say
""Rhythm is a dancer""</p>,Rhythm is a dancer
It's a source companion
People feel it everywhere
Lift your hands and voices
Free your mind and join us
You can feel it in the air</p>,Oh it's a passion
Oh you can feel it yeah
Oh it's a passion
Ohh</p>"
91,"Yoh pretty ladies around the world
Got a weird thing to show you,
So tell all the boys and girls.
Tell your brother, your sister
And mama too, cause they're
About to go down
And you'll know just what to do.</p>,Wave your hands in the air
Like you don't care, glide by
The People as they start to look and stare.
Do you dance, do your dance quick
Mama, come on baby, tell me what's
The Word, ah - word up,
Everybody say when you hear the call
You got to get it underway,
Word up, it's the code word,
No matter where you say it,
You'll know that you'll be heard.</p>,Now all you sucker. D.J.'s
Who think you're fly
There's got to be a reason
And we know the reason why.
And act real cool
But you got to realise
That you're acting like fools.
If there's music we can use it
We need to dance.
We don't have that time
For psychological romance
No romance
No romance
No romance for me mama
Come on baby tell me what's the word.
Ah, word up,
Everybody say when you hear the call
You got to get it underway.</p>,Low
Dial ""L"" for low
Come on, all you people say...
W-O-R-D UP
W-O-R-D UP
W-O-R-D UP
W-O-R-D UP</p>,W-O-R-D UP</p>,W-O-R-D up (hey)
Hey--(hey you)hey, hey-(what)
(hey-ey-ey--Hey--whew)</p>,La, la, la, la, la, la, low (low)
(whew-- whoo whoo, woah)
Say it like that, (like that),
Say it like that, ya'll know it (woah).
What's the word? (What's (Woah!) the word?)
Everybody's got to know-ow.(woah yeah)
Everybody say it, woah!</p>,Low,
They think real low.(Oww!)
As low as you go (whew)
Ahhhh, low, low, low, Low
As low as you go, man...</p>"
92,"Deep in the bosom of the gentle night
Is when I search for the light
Pick up my pen and start to write
I struggle, I fight dark forces in the clear moonlight
Without fear</p>,Insomnia</p>,I can't get no sleep</p>,I used to worry
Thought I was going mad in a hurry
Getting stressed, making excess mess in darkness
No electricity, something's all over me, greasy
Insomnia, please release me
And let me dream of making mad love to my girl on the heath
Tearing off tights with my teeth
But there's no release, no peace
I toss and turn without cease
Like a curse, open my eyes and rise like yeast
At least a couple of weeks since I last slept, kept taking sleepers
But now I keep myself pepped
Deeper still, that night
I write by candlelight, I find insight
Fundamental movement, huh, so when it's black
This insomniac, take an original tack
Keep the beast in my nature under ceaseless attack</p>,I gets no sleep</p>,I can't get no sleep</p>,I can't get no sleep</p>,I can't get no sleep</p>,I need to sleep, I can't get no sleep</p>,I need to sleep, I can't get no sleep</p>"
